,0
Veigaia planicola_adults,species
Bryoporus sp._adults,genus
Zora spinimana_adults,species
Corrinidae sp. (juv)_juveniles,family+
Pamagaeus bipustulatus_adults,species
Evarcha arcuata_adults,species
Brachyiulus pusillus_adults,species
Rhodacarus coronatus (juv)_juveniles,species
Pilogalumna crassiclava_adults,species
Chamobates subglobulus_adults,species
Abax parallelepipedus (juv)_juveniles,species
Lithobius erythrocephalus_adults,species
Lithobius cyrt/mutabi_adults,species
Agonum sexpunctatum (juv)_juveniles,species
Amaurobius fenestralis_adults,species
Gnaphosidae sp. (juv)_juveniles,family+
Agroeca cf brunnea (juv)_juveniles,species
Anyphaena accentuata (juv)_juveniles,species
Elater ferrugineus (juv)_juveniles,species
Heterothops sp. (juv)_juveniles,genus
Tenuiphantes flavipes_adults,species
Poecilus sp. (juv)_juveniles,genus
Leptusa sp._adults,genus
Lysigamasus cf runcatellus_adults,species
Tenebrionidae sp._adults,family+
Folsomia brevicauda_adults,species
Serica sp. (juv)_juveniles,genus
Scydmaenidae sp1 {xxl}_adults,family+
Geophilus truncorum_adults,species
Lithobius forficatus_adults,species
Lithobius forficatus (juv)_juveniles,species
Heterothops dissimilis (juv)_juveniles,species
Carabus nemoralis_adults,species
Lysigamasus puerilis (juv)_juveniles,species
Macrocheles sp._adults,genus
Pachylaelaps bellicosus_adults,species
Pachylaelaps cf. bellicosus (juv)_juveniles,species
Coccinella septempunctata_adults,species
Macrocheles cf. opacus aciculatus_adults,species
Lasioseius lawrencei_adults,species
Microlestes sp._adults,genus
Conosoma testaceum_adults,species
Mycetoporus mulsanti_adults,species
Olophrum piceum_adults,species
Stenus clavicornis_adults,species
Stenus humilis_adults,species
Ceratinella scabrosa_adults,species
Polydesmus sp. (juv)_juveniles,genus
Polydesmus inconstans_adults,species
Phytoseinae sp. (juv)_juveniles,family+
Liebstadia humerata_adults,species
Dictynidae sp. (juv)_juveniles,family+
Leucoparyphus sp. (juv)_juveniles,genus
Leioseius elongatus_adults,species
Lysigamasus runcatellus_adults,species
Urodiaspis shcherbakae_adults,species
Mesaphorura jarmiliae_adults,species
Chrysomelidae sp. (juv)_juveniles,family+
Liodidae sp. {s}_adults,family+
Oodes helipioides_adults,species
Tapinocyba praecox_adults,species
Zercon cf peltatus (juv)_juveniles,species
Lithobius curtipes {s}_adults,species
Haplodrassus soerenseni_adults,species
Cordalia sp. (juv)_juveniles,genus
Polydesmus complanatus (juv)_juveniles,species
Polydesmus angustus_adults,species
Erotylidae sp._adults,family+
Clubiona pallidula_adults,species
Lathrobium sp. (juv)_juveniles,genus
Megaphyllum projectum_adults,species
Galumna tarsipennata_adults,species
Rhodacarus sp._adults,genus
Trichouropoda ovalis_adults,species
Damaeus auritus_adults,species
Nargus sp._adults,genus
Ozyptila particola_adults,species
Lithobius cf. mutabilis_adults,species
Synuchus nivalis_adults,species
Leptogamasus sp._adults,genus
Oxypoda sp._adults,genus
Dendrodrilus rubidus (juv)_juveniles,species
Polydesmus complanatus_adults,species
Polyxenus lagurus_adults,species
Trachelipus rathkei_adults,species
Macrocheles opacus_adults,species
Leitneria granulata_adults,species
Cossoninae sp._adults,family+
Xenillus tegeocranus_adults,species
Entomobrya cf. multifasciata_adults,species
Aglaophamus malmgreni_NA,species
Lumbrineris_NA,genus
Nereis zonata_NA,species
Sipunculida_NA,genus
Nephtys ciliata_NA,species
Nereimyra punctata_NA,species
Priapulus caudatus_NA,species
Phyllodoce_NA,species
Leitoscoloplos mammosus_NA,species
Heteromastus filiformis_NA,species
Levinsenia gracilis_NA,species
Lysippe labiata_NA,species
Pholoe assimilis_NA,species
Philine_NA,genus
Ampharete finmarchica_NA,species
Sediment_NA,unclassified
Phytodetritus_NA,unclassified
Alle alle_NA,species
Boreogadus saida_NA,species
Thysanoessa inermis_NA,species
Meganyctiphanes norvegica_NA,species
Thysanoessa raschii_NA,species
Thysanoessa longicaudata_NA,species
Anarhichas lupus_NA,species
Gadus morhua_NA,species
Reinhardtius hippoglossoides_NA,species
Hipoglossoides platessoides_NA,species
Lycodes_NA,genus
Sebastes mentella_NA,species
Lumpenus lampretaeformis_NA,species
Liparis liparis_NA,species
Leptagonus decagonus_NA,species
Anisarchus medius_NA,species
Hyas araneus_NA,species
Pandalus borealis_NA,species
Pagurus pubescens_NA,species
Sebastes marinus_NA,species
Artediellus europeus_NA,species
Liparis fabricii_NA,species
Careproctus reinhardti_NA,species
Eumicotremus derjugini_NA,species
Mallotus villosus_NA,species
Leptoclinus maculatus_NA,species
Strongylocentrotus droebachiensis_NA,species
Strongylocentrotus pallidus_NA,species
Crossaster papposus_NA,species
Buccinum scalariforme_NA,species
Ophiura robusta_NA,species
Buccinum terranovae_NA,species
Ophiopholis aculeata_NA,species
Henricia_NA,genus
Ophiocten sericeum_NA,species
Buccinum undatum_NA,species
Anonyx nugax_NA,species
Anonyx sarsi_NA,species
Arctinula groenlandica_NA,species
POM_NA,unclassified
Arrhis phyllonyx_NA,species
Astarte borealis_NA,species
Astarte montagui_NA,species
Axinopsida orbiculata_NA,species
Balaenoptera acutorostrata_NA,species
Balanus balanus_NA,species
Beroe cucumis_NA,species
Onacea borealis _NA,species
Metridia longa_NA,species
Calanus finnmarchicus_NA,species
Bradyidius similis_NA,species
Microcalanus pusillus_NA,species
Copepoda nauplii_NA,species
Boreacola maltzani_NA,species
Boremysis arctica_NA,species
Boreocingula castanea_NA,species
Pseudocalanus_NA,species
Clione limacina_NA,species
Calanus glacialis_NA,species
Calanus hyperboreus_NA,species
Metridia lucens_NA,species
Oithona similis_NA,species
Limacina helicina_NA,species
Gaidius tenuispinus_NA,species
Xanthocalanus_NA,species
Boreomysis arctica_NA,species
Boreotrophon truncatus_NA,species
Fucus distichus_NA,species
Laminaria digitata_NA,species
Laminaria saccharina_NA,species
Saccorhiza dermatodea_NA,species
Brachydiastylis resima_NA,species
Brada inhabilis_NA,species
Brada villosa_NA,species
Pleurosigma stuxbergii_NA,species
Globigerinita bradyi_NA,species
Cocconeis_NA,unclassified
Thalassiosira nordenskioeldii_NA,species
Globoquadriana pachyderma_NA,species
Phaeocystis pouchetii_NA,species
Globigerina quinqueloba_NA,species
Thalassiosira antarctica_NA,species
Chaetoceros_NA,unclassified
Dinobryon balticum_NA,species
Coccolithus pelagicus_NA,species
Nitzschia frigida_NA,species
Cylindrotheca closterium_NA,species
Chaetoceros socialis_NA,species
Fragilariopsis_NA,unclassified
Navicula pelagica_NA,species
Entomoneis_NA,unclassified
Dinophysis acuta_NA,species
Protoperidinium_NA,unclassified
Gymnodinium_NA,unclassified
Urticina eques_NA,species
Palmaria palmata_NA,species
Desmarestia viridis_NA,species
Phycodrys rubens_NA,species
Hormathia nodosa_NA,species
Ptilota gunneri_NA,species
Pylaiella littoralis_NA,species
Devaleraea ramentacea_NA,species
Alaria esculenta_NA,species
Laminaria solidungula_NA,species
Fimbrifolium dichotomum_NA,species
Turnerella pennyi_NA,species
Chordaria flagelliformis_NA,species
Acrosiphonia_NA,unclassified
Desmarestia aculeata_NA,species
Bylgides elegans_NA,species
Bylgides groenlandica_NA,species
Fritillaria_NA,genus
Calidris maritima_NA,species
Capitella capitata_NA,species
Caprella septentrionalis_NA,species
Cepphus grylle_NA,species
Chaetoderma_NA,unclassified
Chaetozone_NA,unclassified
Chone_NA,unclassified
Ciliatocardium ciliatum_NA,species
Circeis_NA,unclassified
Corophium crassicorne_NA,species
Cossura longocirrata_NA,species
Harmothoe imbricata_NA,species
Tonicella marmorea_NA,species
Gattyana cirrhosa_NA,species
Tonicella rubra_NA,species
Thelepus cincinnatus_NA,species
Terebellides stroemi_NA,species
Halicryptus spinulosus_NA,species
Glycera capitata_NA,species
Scoletoma fragilis_NA,species
Eteone_NA,unclassified
Diplocirrus hirsutus_NA,species
Euchone_NA,unclassified
Diplodonta torelli_NA,species
Polydora_NA,genus
Prionospio cirrifera_NA,species
Sabellides octocirrata_NA,species
Samytha sexcirrata_NA,species
Scoloplos armiger_NA,species
Pycnogonida_NA,family+
Spio_NA,genus
Cylichna alba_NA,species
Cylichna oculata_NA,species
Dephinapterus leucas_NA,species
Diastylis goodsiri_NA,species
Diastylis lucifera_NA,species
Diastylis rathkii_NA,species
Elachisina globuloides_NA,species
Ennucula tenuis_NA,species
Erginus rubellus_NA,species
Erignathus barbatus_NA,species
Mya truncata_NA,species
Nuculana minuta_NA,species
Eryhtrops erythrophthalma_NA,species
Eualus gaimardi_NA,species
Littorina saxatilis _NA,species
Semibalanus balanoides_NA,species
Eumicrotremus derjugini_NA,species
Sabinea septemcarinata_NA,species
Lebbeus polaris_NA,species
Euspira pallida_NA,species
Frigidoalvania cruenta_NA,species
Fulmarus glacialis_NA,species
Raja clavata_NA,unclassified
Gymnocanthus tricuspis_NA,species
Myoxocephalus scorpius_NA,species
Spirontocaris spinus_NA,species
Sclerocrangon boreas_NA,species
Mertensia ovum_NA,species
Stilomysis grandis_NA,species
Paroediceros lynceus_NA,species
Gammarus setosus_NA,species
Pleustes panoplus_NA,species
Themisto libellula_NA,species
Mysis oculata_NA,species
Parapleustes assimilis_NA,species
Parapleustes monocuspis_NA,species
Pleusymtes glabroides_NA,species
Spirontocaris turgida_NA,species
Melita palmata_NA,species
Themisto abyssorum_NA,species
Ischyroceros_NA,genus
Gammarellus homari_NA,species
Onisimus littoralis_NA,species
Janira_NA,genus
Melita dentata_NA,species
Monoculodes borealis_NA,species
Onisimus caricus_NA,species
Onisimus edwardsi_NA,species
Parapleustes bicuspis_NA,species
Rhachotropis inflata_NA,species
Halirages fulvocinctus_NA,species
Pontoporeia femorata_NA,species
Syrrhoe crenulata_NA,species
Monoculodes longirostris_NA,species
Melita formosa_NA,species
Unciola leucopis_NA,species
Munnopsis_NA,genus
Orchomenella minuta_NA,species
Munna_NA,genus
Tanaidacea_NA,unclassified
Ischyrocerus anguipes_NA,species
Lamprops fuscatus_NA,species
Weyprechtia pinguis_NA,species
Neoscolecithrix farrani_NA,species
Haliclona_NA,genus
Halocynthia pyriformis_NA,species
Styela rustica_NA,species
Hiatella arctica_NA,species
Brada inhabilisa_NA,species
Yoldiella frigida_NA,species
Yoldiella lenticula_NA,species
Yoldiella solidula_NA,species
Yoldia hyperborea_NA,species
Larus hyperboreus_NA,species
Lepeta caeca_NA,species
Liocyma fluctuosa_NA,species
Serripes groenlandicus_NA,species
Musculus discors_NA,species
Thracia myopsis_NA,species
Macoma moesta_NA,species
Musculus corrugatus_NA,species
Pandora glacialis_NA,species
Macoma calcarea_NA,species
Lyonsia arenosa_NA,species
Nuculana pernula_NA,species
Thyasira gouldi_NA,species
Thyasira dunbari_NA,species
Margarites groenlandicus_NA,species
Margarites helicinus_NA,species
Menestho albula_NA,species
Menestho truncatula_NA,species
Odobenus rosmarus_NA,species
Oenopota impressa_NA,species
Phoca vitulina_NA,species
Puncturella noachina_NA,species
Pusa hispida_NA,species
Retusa obtusa_NA,species
Solariella varicosa_NA,species
Rissa tridactyla_NA,species
Somateria mollissima_NA,species
Sterna paradisaea_NA,species
Trophon clathratus_NA,species
Ursus maritimus_NA,species
Ictalurus nebulosus_NA,species
benthic detritus_NA,unclassified
Ophryoxus gracilis_NA,species
fish fry_larvae,unclassified
Alona affinis_NA,species
Chydorus bicornutus_NA,species
Chydorus sphaericus_NA,species
fish eggs_larvae,unclassified
Diaptomus minutus_NA,species
Oocyctis sp._NA,genus
Keratella taurocephala_NA,species
Cryptomonas ovata_NA,species
Kelicottia bostoniensis_NA,species
Holopedium gibberum_NA,species
Mallomonas sp._NA,genus
Polyarthra remata_NA,species
Ascomorpha ecaudis_NA,species
Conochiloides unicornis_NA,species
Lecane sp._NA,genus
Ploesoma truncatum_NA,species
Dinobryon sertularia_NA,species
Dinobryon sp._NA,genus
Polyarthra vulgaris_NA,species
Chrysocapsa planktonica_NA,species
Trichocerca similis_NA,species
Gastropus stylifer_NA,species
Polyarthra major_NA,species
Schroederia setigera_NA,species
Trichocerca multicrinis_NA,species
Pediastrum tetras_NA,species
Bosmina longirostris_NA,species
Keratella crassa_NA,species
Cosmarium sp._NA,genus
Ploesoma hudsoni_NA,species
Arthrodesmus incus_NA,species
Arthrodesmus subulatus_NA,species
Scenedesmus dimorphus_NA,species
Scenedesmus quadricauda_NA,species
Scenedesmus sp._NA,genus
Ceriodaphnia quadrangula_NA,species
Keriphyron sp._NA,genus
Merismopedia punctata_NA,species
Diaphanosoma birgei_NA,species
Aphanocapsa sp._NA,genus
copepod nauplii_nauplii,unclassified
Tropocyclops prasinus_NA,species
Cyclops vernalis_NA,species
Epishura lacustris_NA,species
Salvelinus fontinalis_NA,species
Notemigonus crysoleucas_NA,species
Asplanchna sp._NA,genus
Peridinium inconspicuum_NA,species
Peridinium limbatum_NA,species
Peridinium wisconsinense_NA,species
Synura uvella_NA,species
Uroglenopsis americana_NA,species
Ilyocryptus spinifer_NA,species
Chrosomus eos_NA,species
Acantholeberis curvirostris_NA,species
Catostomus commersoni_NA,species
Semotilus atromaculatus_NA,species
Daphnia catawba_NA,species
Micrasterias sp._NA,genus
Daphnia pulex_NA,species
Cryptomonas erosa_NA,species
Lyngbya sp._NA,genus
Tabellaria fenestrata_NA,species
Euastrum sp._NA,genus
Melosira sp._NA,genus
Sphaerocystis schroeteri_NA,species
Navicula sp._NA,genus
Tetraedron minimum_NA,species
Nitzschia sp._NA,genus
Mallomonas akrokomos_NA,species
Monostyla lunaris_NA,species
Euchlanis sp._NA,genus
Cyclotella glomerata_NA,species
Closterium sp._NA,genus
Ankistrodesmus sp._NA,genus
Ankistrodesmus spiralis_NA,species
Merismopedia tenuissima_NA,species
Beauchampiella eudactylota_NA,species
Chroococcus limneticus_NA,species
Mesocyclops edax_NA,species
Ceratium carolinianum_NA,species
Lepomis gibbosus_NA,species
Kelicottia longispina_NA,species
Gymnodinium palustre_NA,species
Trichocerca cylindrica_NA,species
Dinobryon bavaricum_NA,species
Quadrigula closterioides_NA,species
Tetraedron caudatum_NA,species
Conochiloides dossuarius_NA,species
Kirchneriella lunaris_NA,species
Elakatrothrix gelatinosa_NA,species
Scenedesmus longus_NA,species
Aphanothece sp._NA,genus
Crucigenia tetrapaedia_NA,species
Rhabdoderma lineare_NA,species
Coelosphaerium sp._NA,genus
Botryococcus braunii_NA,species
Ankistrodesmus falcatus_NA,species
Leptodora kindtii_NA,species
Salmo rutta_NA,species
Daphnia longiremis_NA,species
Keratella cochlearis_NA,species
Keratella testudo_NA,species
Staurastrum sp._NA,genus
Quadrigula sp._NA,genus
Spondylosium planum_NA,species
Chrysosphaerella longispina_NA,species
Dictyosphaerium pulchellum_NA,species
Polyarthra euryptera_NA,species
Crucigenia quadrata_NA,species
Synchaeta sp._NA,genus
Colletheca mutabilis_NA,species
Salvelinus fontinalis small_NA,species
Salvelinus namaycush_NA,species
Salvelinus fontinalis large_NA,species
Umbra limi_NA,species
Alona costata_NA,species
Asterionella formosa_NA,species
Trichocerca pusilla_NA,species
Paracyclops sp._NA,genus
Daphnia dubia_NA,species
Daphnia retrocurva_NA,species
Rhizosolenia eriensis_NA,species
Cyclotella sp._NA,genus
Crucigenia crucifera_NA,species
Crucigenia rectangularis_NA,species
Anacystis incerta_NA,species
Luxilus cornutus_NA,species
nanoflagellates _NA,unclassified
Trichotria tetractis_NA,species
Diaptomus leptopus_NA,species
Xanthidium sp._NA,genus
Alona quadrangularis_NA,species
Cocconeia sp._NA,genus
Fragilaria sp._NA,genus
Nephrocytium sp._NA,genus
Anabaena sp._NA,genus
Perca flavescens_NA,species
Coelastrum sp._NA,genus
Gyrosigma sp._NA,genus
Conochiloides hippocrepis_NA,species
Diceras sp._NA,genus
Chroococcus sp._NA,genus
Catostomus catostomus_NA,species
Ambloplites rupestris_NA,species
Diaptomus sicilis_NA,species
Keratella serrulata_NA,species
Coelastrum cambricum_NA,species
Daphnia ambigua_NA,species
Daphnia parvula_NA,species
Eucyclops agilis_NA,species
Pimephales notatus_NA,species
Daphnia galeata_NA,species
Fragilaria crotonensis_NA,species
Tabellaria flocculosa_NA,species
Rhabdoderma sp._NA,genus
Fundulus diaphanus_NA,species
Peridinium cinctum_NA,species
Euglena sp._NA,genus
Cyclops scutifer_NA,species
Cyclops bicuspidatus_NA,species
Polyphemus pediculus_NA,species
Zygnema sp._NA,genus
Sida crystallina_NA,species
Acroperus harpae_NA,species
Alona rectangula_NA,species
Dinobryon divergens_NA,species
Gomphonema sp._NA,genus
Xanthidium armatum_NA,species
Desmidium sp._NA,genus
Fragilaria intermedia_NA,species
Halotheca sp._NA,genus
Staurastrum megacanthum_NA,species
Arthrodesmus octocornis_NA,species
Scenedesmus serratus_NA,species
Synura sp._NA,genus
Synedra nana_NA,species
Gastropus hyptopus_NA,species
Carteria sp._NA,genus
Tetraedrom sp._NA,genus
Microsystis sp._NA,genus
Prosopium cylindraceum_NA,species
Coregonus clupeaformis_NA,species
Coelosphaerium pallidum_NA,species
Anabaena flos-aquae_NA,species
Micropterus salmoides_NA,species
Micropterus dolomieui_NA,species
Coregonus artedii_NA,species
Semotilus corporalis_NA,species
Osmerus mordax_NA,species
Rhinichthys atratulus_NA,species
Pleurosigma sp._NA,genus
Oncorhynchus mykiss_NA,species
Chlamydomonas sp._NA,species
Eucentrum sp._NA,unclassified
Lepadella cristata_NA,species
Euchlanis calpidia_NA,species
Euglena acus_NA,species
Pimephales promelas_NA,species
Synedra ulna_NA,species
Euchlanis triquetra_NA,species
Diatoma sp._NA,genus
Scenedesmus arcuatus_NA,species
Lecane mira_NA,species
Rhabdoderma gorksii_NA,species
Trichocerca porcellus_NA,species
Lepadella triptera_NA,species
Bodo saltans_NA,species
Amphidinium hadai_NA,species
Gyrodinium lachryama_NA,species
Parvicorbucula socialis_NA,species
Actinocyclus actinochilus_NA,species
Actinocyclus spiritus_NA,species
Actinocyclus utricularis_NA,species
Azpeitia tabularis_NA,species
Banquisia belgicae_NA,species
Chaetoceros bulbosum _NA,species
Chaetoceros concavicornis_NA,species
Chaetoceros criophilum_NA,species
Chaetoceros dichaeta_NA,species
Chaetoceros flexuosum_NA,species
Chaetoceros neglectum_NA,species
Chaetoceros pelagicus_NA,species
Corethron criophilum_NA,species
Coscinodiscus oculoides_NA,species
Eucampia antarctica_NA,species
Fragilariopsis curta_NA,species
Fragilariopsis cylindrus_NA,species
Fragilariopsis kerguelensis_NA,species
Fragilariopsis linearis_NA,species
Fragilariopsis nana_NA,species
Fragilariopsis obliquecostata_NA,species
Fragilariopsis pseudonana_NA,species
Fragilariopsis rhombica_NA,species
Fragilariopsis ritscheri_NA,species
Fragilariopsis separanda_NA,species
Fragilariopsis sublinearis_NA,species
Fragilariopsis vanheurckii_NA,species
Manguinea fusiformis_NA,species
Manguinea rigida_NA,species
Navicula glaciei_NA,species
Navicula schefterae_NA,species
Nitzschia kerguelensis_NA,species
Nitzschia lecointei_NA,species
Nitzschia neglecta_NA,species
Odontella weissflogii_NA,species
Porosira glacialis_NA,species
Porosira pseudodenticulata_NA,species
Proboscia alata_NA,species
Proboscia inermi_NA,species
Proboscia truncata_NA,species
Pseudo-Nitzschia heimii_NA,species
Pseudo-Nitzschia liniola_NA,species
Pseudo-Nitzschia prolongatoides_NA,species
Pseudo-Nitzschia subcurvata_NA,species
Rhizosolenia antennata_NA,species
Stellarima microtrias_NA,species
Thalassiosira australis_NA,species
Thalassiosira frenguelliopsis_NA,species
Thalassiosira gracilis_NA,species
Thalassiosira gracilis expecta_NA,species
Thalassiosira gravida_NA,species
Thalassiosira lentiginosa_NA,species
Thalassiosira ritscheri_NA,species
Thalassiosira trifulta_NA,species
Thalassiosira tumida_NA,species
Trichotoxon reinboldii_NA,species
Cassidulinoides parkerianus_NA,species
Cibicides refulgens_NA,species
Globocassidulina crassa_NA,species
Lenticulina antarctica_NA,species
Neogloboquadriana pachyderma_NA,species
Euphausia crystallorophias_NA,species
Dictyocha speculum_NA,species
Phaeocystis antarctica _NA,species
Silicioflagellata_NA,unclassified
Euphausia frigida_NA,species
Rhincalanus gigas_NA,species
Calanus propinquus_NA,species
Calanoides acutus_NA,species
Metridia gerlachei_NA,species
Paraeuchaeta antarctica_NA,species
Clione antarctica_NA,species
Clio pyramidata_NA,species
Limacina helicina antarctica_NA,species
Thysanoessa macrura_NA,species
Rhodalia miranda_NA,species
Atolla wyvillei_NA,species
Dimophyes arctica_NA,species
Diphyes antarctica_NA,species
Bargmannia_NA,genus
Euphausia superba_NA,species
Ampelisca richardsoni_NA,species
Abyssorchomene rossi_NA,species
Pelagobia longicirrata_NA,species
Rhynchonereella bongraini_NA,species
Laetmonice producta_NA,species
Harmothoe spinosa_NA,species
Harmothoe crosetensis_NA,species
Harmotoe hartmanae_NA,species
Polyeunoa laevis_NA,species
Barrukia cristata_NA,species
Eulagisca gigantea_NA,species
Eunoe spica_NA,species
Eunoe hartmanae_NA,species
Eunoe spica spicoides_NA,species
Vanadis antarctica_NA,species
Pista spinifera_NA,species
Phyllocomus crocea_NA,species
Terebella ehlersi_NA,species
Eucranta mollis_NA,species
Cinachyra antarctica_NA,species
Cinachyra barbata_NA,species
Bathydorus spinosus_NA,species
Iophon radiatus_NA,species
Kirkpatrickia variolosa_NA,species
Rossella racovitzae_NA,species
Stylocordyla borealis_NA,species
Homaxinella balfourensis_NA,species
Scolymastra joubini_NA,species
Latrunculia apicalis_NA,species
Latrunculia brevis_NA,species
Tetilla leptoderma_NA,species
Haliclona dancoi_NA,species
Mycale acerata_NA,species
Rossella antarctica_NA,species
Rossella tarenja_NA,species
Haliclona tenella_NA,species
Clathria pauper_NA,species
Calyx arcuarius_NA,species
Isodyctia toxophila_NA,species
Isodyctia cavicornuta_NA,species
Isodyctia steifera_NA,species
Axociella nidificata_NA,species
Rossella nuda_NA,species
Tentorium papillatum_NA,species
Tentorium semisuberites _NA,species
Tedania oxeata_NA,species
Tedania tantulata_NA,species
Tedania vanhoeffeni_NA,species
Phorbas areolatus_NA,species
Phorbas glaberrima_NA,species
Polymastia invaginata_NA,species
Polymastia isidis_NA,species
Anoxycalyx joubini_NA,species
Abyssorchomene plebs_NA,species
Abyssorchomene nodimanus_NA,species
Mesothuria lactea_NA,species
Achlyonice violaecuspidata_NA,species
Bathyplotes gourdoni_NA,species
Bathyplotes bongraini_NA,species
Scotoplanes globosa_NA,species
Molpadia musculus_NA,species
Ypsilocucumis turricata_NA,species
Psolidium incertum_NA,species
Trachythyone parva_NA,species
Laetmogone wyvillethompsoni_NA,species
Pseudostichopus mollis_NA,species
Pseudostichopus villosus_NA,species
Elpidia glacialis_NA,species
Chiridota weddellensis_NA,species
Ekmocucumis steineni_NA,species
Ekmocucumis turqueti_NA,species
Abyssocucumis liouvillei_NA,species
Psolus dubiosus_NA,species
Psolus charcoti_NA,species
Psolus antarcticus_NA,species
Echinopsolus acanthocola_NA,species
Ekmocucumis turqueti turqueti_NA,species
Taeniogyrus contortus_NA,species
Pareledone charcoti_NA,species
Pareledone antarctica_NA,species
Artedidraco orianae_NA,species
Artedidraco loennbergi_NA,species
Artedidraco skottsbergi_NA,species
Dolloidraco longedorsalis_NA,species
Pogonophryne marmorata_NA,species
Pogonophryne phyllopogon_NA,species
Pogonophryne permitini_NA,species
Pogonophryne scotti_NA,species
Pogonophryne barsukovi_NA,species
Cygnodraco mawsoni_NA,species
Gerlachea australis_NA,species
Gymnodraco acuticeps_NA,species
Prionodraco evansii_NA,species
Racovitzia glacialis_NA,species
Chaenodraco wilsoni_NA,species
Chionodraco hamatus_NA,species
Chionodraco myersi_NA,species
Cryodraco antarcticus_NA,species
Dacodraco hunteri_NA,species
Pagetopsis maculatus_NA,species
Aethotaxis mitopteryx_NA,species
Dissostichus mawsoni_NA,species
Trematomus eulepidotus_NA,species
Trematomus lepidorhinus_NA,species
Trematomus loennbergii_NA,species
Trematomus nicolai_NA,species
Trematomus pennellii_NA,species
Trematomus scotti_NA,species
Pleuragramma antarcticum_NA,species
Notothenia marmorata_NA,species
Notothenia coriiceps_NA,species
Trematomus bernacchii_NA,species
Trematomus hansoni_NA,species
Macrourus holotrachys_NA,species
Macrourus whitsoni_NA,species
Electrona antarctica_NA,species
Harpagifer antarcticus_NA,species
Bathylagus antarcticus_NA,species
Notolepis coatsi_NA,species
Gymnoscopelus braueri_NA,species
Gymnoscopelus opisthopterus_NA,species
Gymnoscopelus nicholsi_NA,species
Protomyctophum bolini_NA,species
Pagetopsis macropterus_NA,species
Muraenolepis marmoratus_NA,species
Muraenolepis microps_NA,species
Eusirus antarcticus_NA,species
Eusirus perdentatus_NA,species
Alexandrella mixta_NA,species
Tryphosella murrayi_NA,species
Waldeckia obesa_NA,species
Parschisturella ceruviata_NA,species
Paramoera walkeri_NA,species
Epimeriella walkeri_NA,species
Cyllopus lucasii_NA,species
Hyperiella dilatata_NA,species
Vibilia antarctica_NA,species
Vibilia stebbingi_NA,species
Hyperia macrocephala_NA,species
Epimeria similis_NA,species
Epimeria robusta_NA,species
Epimeria macrodonta_NA,species
Epimeria rubrieques_NA,species
Epimeria georgiana_NA,species
Melphidippa antarctica_NA,species
Oediceroides emarginatus_NA,species
Oediceroides calmani_NA,species
Maxilliphimedia longipes_NA,species
Gnathiphimedia mandibularis_NA,species
Echiniphimedia hodgsoni_NA,species
Iphimediella  cyclogena_NA,species
Paraceradocus gibber_NA,species
Liljeborgia georgiana_NA,species
Momoculodes scabriculosus_NA,species
Uristes gigas_NA,species
Eurythenes gryllus_NA,species
Bathypanoploea schellenbergi_NA,species
Pseudorchomene coatsi_NA,species
Heterophoxus videns_NA,species
Haplocheira plumosa_NA,species
Oradarea edentata_NA,species
Djerboa furcipes_NA,species
Rhachotropis antarctica_NA,species
Themisto gaudichaudii_NA,species
Primno macropa_NA,species
Ophioperla koehleri_NA,species
Ophionotus victoriae_NA,species
Ophioceres incipiens_NA,species
Ophiurolepis brevirima_NA,species
Ophiurolepis gelida_NA,species
Ophiosparte gigas_NA,species
Ophioperla ludwigi_NA,species
Ophiacantha antarctica_NA,species
Astrotoma agassizii_NA,species
Astrochlamys bruneus_NA,species
Gorgonocephalus chiliensis_NA,species
Eucopia australis_NA,species
Euchaetomera antarcticus_NA,species
Antarctomysis maxima_NA,species
Ceratoserolis meridionalis_NA,species
Frontoserolis bouvieri_NA,species
Natatolana obtusata_NA,species
Natatolana oculata_NA,species
Natatolana meridionalis_NA,species
Munna globicauda_NA,species
Serolella bouveri_NA,species
Serolis polita_NA,species
Gnathia calva_NA,species
Austrosignum grande_NA,species
Aega antarctica_NA,species
Arcturidae_NA,family+
Silicularia rosea_NA,species
Tubularia ralphii_NA,species
Oswaldella antarctica_NA,species
Monocaulus parvula_NA,species
Primnoisis antarctica_NA,species
Gersemia antarctica_NA,species
Clavularia frankiliana_NA,species
Primnoella_NA,genus
Ainigmaptilon antarcticus_NA,species
Armadillogorgia cyathella_NA,species
Alcyonium antarcticum_NA,species
Anthomastus bathyproctus_NA,species
Conchoecia hettacra_NA,species
Alacia hettacra_NA,species
Alacia belgicae_NA,species
Metaconchoecia isocheira_NA,species
Boroecia antipoda_NA,species
Conchoecia antipoda_NA,species
Eukrohnia hamata_NA,species
Solmundella bitentaculata_NA,species
Dipulmaris antarctica_NA,species
Desmonema glaciale_NA,species
Periphylla periphylla_NA,species
Salpa thompsoni_NA,species
Pentanymphon antarcticum_NA,species
Ammothea carolinensis_NA,species
Colossendeis scotti_NA,species
Nymphon gracillimum_NA,species
Flustra angusta_NA,species
Camptoplites tricornis_NA,species
Nematoflustra flagellata_NA,species
Austroflustra vulgaris_NA,species
Melicerita obliqua_NA,species
Systenopora contracta_NA,species
Flustra antarctica_NA,species
Fasciculiporoides ramosa_NA,species
Reteporella hippocrepis_NA,species
Lageneschara lyrulata_NA,species
Isoschizoporella tricuspis_NA,species
Caulastraea curvata_NA,species
