,id,food.web,ecosystem.type,res.taxonomy,con.taxonomy,res.lifestage,con.lifestage,res.mass,con.mass,res.met,con.met,res.mov,con.mov,int.type,res.taxonomy.level,con.taxonomy.level
237,121,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Hemistenus flavipes,Lithobius sp,NA,NA,0.000490858,0.001769533,invertebrate,invertebrate,walking,walking,predacious,species,genus
238,115,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Thripomorpha verralli,Limoniidae,NA,NA,0.000265776,0.000797328,invertebrate,invertebrate,flying,flying,predacious,species,family+
239,120,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Lithobius sp,Paederus riparius,NA,NA,0.001769533,0.005276727,invertebrate,invertebrate,walking,walking,predacious,genus,species
240,118,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Chironomidae,Dolichopus nitidus,larvae,NA,0.000744173,0.001860431,invertebrate,invertebrate,swimming,flying,predacious,family+,species
241,116,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Psychodidae,Dolichopus nitidus,adults,NA,0.000744173,0.001860431,invertebrate,invertebrate,flying,flying,predacious,family+,species
242,121,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Hemistenus flavipes,Lithobius sp,NA,larvae,0.000490858,0.001179689,invertebrate,invertebrate,walking,walking,predacious,species,genus
243,122,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Lithobius sp,Robertus insignis,larvae,NA,0.001179689,0.00226275,invertebrate,invertebrate,walking,walking,predacious,genus,species
244,123,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Zelotes sp,Lithobius sp,immature,NA,0.001036374,0.001769533,invertebrate,invertebrate,walking,walking,predacious,genus,genus
245,117,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Psychodidae,Campsicnemus scambus,adults,NA,0.000744173,0.001063104,invertebrate,invertebrate,flying,flying,predacious,family+,species
246,122,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Lithobius sp,Robertus insignis,NA,NA,0.001769533,0.00226275,invertebrate,invertebrate,walking,walking,predacious,genus,species
247,124,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Lithobius sp,Robertus sp,larvae,juveniles,0.001179689,0.001381832,invertebrate,invertebrate,walking,walking,predacious,genus,genus
248,123,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Zelotes sp,Lithobius sp,immature,larvae,0.001036374,0.001179689,invertebrate,invertebrate,walking,walking,predacious,genus,genus
249,124,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Lithobius sp,Robertus sp,NA,juveniles,0.001769533,0.001381832,invertebrate,invertebrate,walking,walking,predacious,genus,genus
250,125,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Trichoniscidae,Lithobius sp,NA,NA,0.002949221,0.001769533,invertebrate,invertebrate,walking,walking,predacious,family+,genus
251,125,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Trichoniscidae,Lithobius sp,NA,larvae,0.002949221,0.001179689,invertebrate,invertebrate,walking,walking,predacious,family+,genus
252,126,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Pirata tenuitarsis,Lithobius sp,NA,NA,0.009672823,0.001769533,invertebrate,invertebrate,walking,walking,predacious,species,genus
253,127,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Araneae,Lithobius sp,NA,NA,0.010881926,0.001769533,invertebrate,invertebrate,walking,walking,predacious,unclassified,genus
254,126,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Pirata tenuitarsis,Lithobius sp,NA,larvae,0.009672823,0.001179689,invertebrate,invertebrate,walking,walking,predacious,species,genus
255,127,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Araneae,Lithobius sp,NA,larvae,0.010881926,0.001179689,invertebrate,invertebrate,walking,walking,predacious,unclassified,genus
256,128,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Trachelipus rathkei,Lithobius sp,NA,NA,0.026248069,0.001769533,invertebrate,invertebrate,walking,walking,predacious,species,genus
257,128,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Trachelipus rathkei,Lithobius sp,NA,larvae,0.026248069,0.001179689,invertebrate,invertebrate,walking,walking,predacious,species,genus
258,129,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Oligochaeta,Lithobius sp,NA,NA,0.184726629,0.001769533,invertebrate,invertebrate,other,walking,predacious,unclassified,genus
259,129,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Oligochaeta,Lithobius sp,NA,larvae,0.184726629,0.001179689,invertebrate,invertebrate,other,walking,predacious,unclassified,genus
260,130,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Lycosidae,Emberiza schoeniclus,immature,NA,0.000172038,20.0,invertebrate,endotherm vertebrate,walking,flying,predacious,family+,species
261,131,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Chironomidae,Emberiza schoeniclus,NA,NA,0.000223518,20.0,invertebrate,endotherm vertebrate,flying,flying,predacious,family+,species
262,132,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Lepidoptera,Emberiza schoeniclus,NA,NA,0.000376309,20.0,invertebrate,endotherm vertebrate,flying,flying,predacious,unclassified,species
263,133,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Tibellus sp,Emberiza schoeniclus,immature,NA,0.00070128,20.0,invertebrate,endotherm vertebrate,walking,flying,predacious,genus,species
264,131,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Chironomidae,Emberiza schoeniclus,larvae,NA,0.000744173,20.0,invertebrate,endotherm vertebrate,swimming,flying,predacious,family+,species
265,134,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Ceratopogonidae,Saltatoria,NA,NA,9.75e-05,0.196220131,invertebrate,invertebrate,flying,walking,predacious,unclassified,unclassified
266,130,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Lycosidae,Emberiza schoeniclus,NA,NA,0.01126193,20.0,invertebrate,endotherm vertebrate,walking,flying,predacious,family+,species
267,132,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Lepidoptera,Emberiza schoeniclus,larvae,NA,0.013075841,20.0,invertebrate,endotherm vertebrate,walking,flying,predacious,unclassified,species
268,133,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Tibellus sp,Emberiza schoeniclus,NA,NA,0.01495833,20.0,invertebrate,endotherm vertebrate,walking,flying,predacious,genus,species
269,135,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Neoscona adianta,Emberiza schoeniclus,immature,NA,0.018067452,20.0,invertebrate,endotherm vertebrate,walking,flying,predacious,species,species
270,135,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Neoscona adianta,Emberiza schoeniclus,NA,NA,0.01841291,20.0,invertebrate,endotherm vertebrate,walking,flying,predacious,species,species
271,136,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Aphidoidea,Saltatoria,NA,NA,0.000195462,0.196220131,invertebrate,invertebrate,walking,walking,predacious,unclassified,unclassified
272,137,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Chironomidae,Saltatoria,NA,NA,0.000223518,0.196220131,invertebrate,invertebrate,flying,walking,predacious,family+,unclassified
273,138,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Ceratopogonidae,Conocephalus dorsalis,NA,NA,9.75e-05,0.069007887,invertebrate,invertebrate,flying,walking,predacious,unclassified,species
274,139,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Cicadoidea,Saltatoria,NA,NA,0.000278534,0.196220131,invertebrate,invertebrate,walking,walking,predacious,unclassified,unclassified
275,139,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Cicadoidea,Saltatoria,larvae,NA,0.000488656,0.196220131,invertebrate,invertebrate,walking,walking,predacious,unclassified,unclassified
276,140,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Aphidoidea,Conocephalus dorsalis,NA,NA,0.000195462,0.069007887,invertebrate,invertebrate,walking,walking,predacious,unclassified,species
277,141,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Chironomidae,Conocephalus dorsalis,NA,NA,0.000223518,0.069007887,invertebrate,invertebrate,flying,walking,predacious,family+,species
278,137,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Chironomidae,Saltatoria,larvae,NA,0.000744173,0.196220131,invertebrate,invertebrate,swimming,walking,predacious,family+,unclassified
279,142,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Cicadoidea,Conocephalus dorsalis,NA,NA,0.000278534,0.069007887,invertebrate,invertebrate,walking,walking,predacious,unclassified,species
280,142,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Cicadoidea,Conocephalus dorsalis,larvae,NA,0.000488656,0.069007887,invertebrate,invertebrate,walking,walking,predacious,unclassified,species
281,141,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Chironomidae,Conocephalus dorsalis,larvae,NA,0.000744173,0.069007887,invertebrate,invertebrate,swimming,walking,predacious,family+,species
282,143,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Chironomidae,Neoscona adianta,NA,NA,0.000223518,0.01841291,invertebrate,invertebrate,flying,walking,predacious,family+,species
283,143,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Chironomidae,Neoscona adianta,NA,juveniles,0.000223518,0.018067452,invertebrate,invertebrate,flying,walking,predacious,family+,species
284,144,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Oxyloma elegans,Emberiza schoeniclus,immature,NA,0.250647688,20.0,invertebrate,endotherm vertebrate,walking,flying,predacious,species,species
285,136,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Aphidoidea,Saltatoria,larvae,NA,0.002858634,0.196220131,invertebrate,invertebrate,walking,walking,predacious,unclassified,unclassified
286,145,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Chironomidae,Tibellus sp,NA,NA,0.000223518,0.01495833,invertebrate,invertebrate,flying,walking,predacious,family+,genus
287,134,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Ceratopogonidae,Saltatoria,larvae,NA,0.003322199,0.196220131,invertebrate,invertebrate,swimming,walking,predacious,family+,unclassified
288,146,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Dolomedes sp,Tibellus sp,immature,NA,0.000299858,0.01495833,invertebrate,invertebrate,walking,walking,predacious,genus,genus
289,144,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Oxyloma elegans,Emberiza schoeniclus,NA,NA,0.407433185,20.0,invertebrate,endotherm vertebrate,walking,flying,predacious,species,species
290,147,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Lepidoptera,Neoscona adianta,NA,NA,0.000376309,0.01841291,invertebrate,invertebrate,flying,walking,predacious,unclassified,species
291,147,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Lepidoptera,Neoscona adianta,NA,juveniles,0.000376309,0.018067452,invertebrate,invertebrate,flying,walking,predacious,unclassified,species
292,148,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Tibellus sp,Pisaura mirabilis,immature,NA,0.00070128,0.030296665,invertebrate,invertebrate,walking,walking,predacious,genus,species
293,149,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Thripidae,Antistea elegans,NA,NA,8.85e-05,0.002442388,invertebrate,invertebrate,flying,walking,predacious,family+,species
294,140,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Aphidoidea,Conocephalus dorsalis,larvae,NA,0.002858634,0.069007887,invertebrate,invertebrate,walking,walking,predacious,unclassified,species
295,150,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Aphidoidea,Nabidae,NA,larvae,0.000195462,0.004471197,invertebrate,invertebrate,walking,walking,predacious,unclassified,family+
296,151,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Tibellus sp,Tibellus sp,immature,NA,0.00070128,0.01495833,invertebrate,invertebrate,walking,walking,predacious,genus,genus
297,138,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Ceratopogonidae,Conocephalus dorsalis,larvae,NA,0.003322199,0.069007887,invertebrate,invertebrate,swimming,walking,predacious,family+,species
298,152,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Lepidoptera,Theridion impressum,NA,NA,0.000376309,0.006736431,invertebrate,invertebrate,flying,walking,predacious,unclassified,species
299,153,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Marpissa sp,Tibellus sp,immature,NA,0.000842918,0.01495833,invertebrate,invertebrate,walking,walking,predacious,genus,genus
300,154,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Sternorrhyncha,Antistea elegans,larvae,NA,0.000144398,0.002442388,invertebrate,invertebrate,walking,walking,predacious,unclassified,species
301,155,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Cicadoidea,Nabidae,NA,larvae,0.000278534,0.004471197,invertebrate,invertebrate,walking,walking,predacious,unclassified,family+
302,156,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Aphidoidea,Theridion pictum,NA,NA,0.000195462,0.002936393,invertebrate,invertebrate,walking,walking,predacious,unclassified,species
303,157,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Muscidae copro,Neoscona adianta,NA,NA,0.001262436,0.01841291,invertebrate,invertebrate,flying,walking,predacious,species,species
304,158,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Muscidae flor,Neoscona adianta,NA,NA,0.001262436,0.01841291,invertebrate,invertebrate,flying,walking,predacious,species,species
305,157,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Muscidae copro,Neoscona adianta,NA,juveniles,0.001262436,0.018067452,invertebrate,invertebrate,flying,walking,predacious,species,species
306,158,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Muscidae flor,Neoscona adianta,NA,juveniles,0.001262436,0.018067452,invertebrate,invertebrate,flying,walking,predacious,species,species
307,159,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Aphidoidea,Staphylinidae,NA,larvae,0.000195462,0.002749973,invertebrate,invertebrate,walking,walking,predacious,unclassified,family+
308,160,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Herina parva,Neoscona adianta,NA,NA,0.00132888,0.01841291,invertebrate,invertebrate,flying,walking,predacious,species,species
309,160,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Herina parva,Neoscona adianta,NA,juveniles,0.00132888,0.018067452,invertebrate,invertebrate,flying,walking,predacious,species,species
310,161,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Aphidoidea,Antistea elegans,NA,NA,0.000195462,0.002442388,invertebrate,invertebrate,walking,walking,predacious,unclassified,species
311,162,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Aphidoidea,Dolichopus nubilius,NA,NA,0.000195462,0.002391983,invertebrate,invertebrate,walking,flying,predacious,unclassified,species
312,163,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Muscidae copro,Tibellus sp,NA,NA,0.001262436,0.01495833,invertebrate,invertebrate,flying,walking,predacious,species,genus
313,164,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Muscidae flor,Tibellus sp,NA,NA,0.001262436,0.01495833,invertebrate,invertebrate,flying,walking,predacious,species,genus
314,165,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Herina frondescentiae,Neoscona adianta,NA,NA,0.001568078,0.01841291,invertebrate,invertebrate,flying,walking,predacious,species,species
315,166,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Rhinophoridae,Neoscona adianta,NA,NA,0.001594655,0.01841291,invertebrate,invertebrate,flying,walking,predacious,family+,species
316,165,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Herina frondescentiae,Neoscona adianta,NA,juveniles,0.001568078,0.018067452,invertebrate,invertebrate,flying,walking,predacious,species,species
317,166,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Rhinophoridae,Neoscona adianta,NA,juveniles,0.001594655,0.018067452,invertebrate,invertebrate,flying,walking,predacious,family+,species
318,167,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Herina parva,Tibellus sp,NA,NA,0.00132888,0.01495833,invertebrate,invertebrate,flying,walking,predacious,species,genus
319,168,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Chironomidae,Dolichopus nubilius,NA,NA,0.000223518,0.002391983,invertebrate,invertebrate,flying,flying,predacious,family+,species
320,169,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Ichneumonidae,Neoscona adianta,NA,NA,0.001727543,0.01841291,invertebrate,invertebrate,flying,walking,predacious,family+,species
321,169,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Ichneumonidae,Neoscona adianta,NA,juveniles,0.001727543,0.018067452,invertebrate,invertebrate,flying,walking,predacious,family+,species
322,170,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Rhopalum sp,Neoscona adianta,NA,NA,0.001860431,0.01841291,invertebrate,invertebrate,flying,walking,predacious,genus,species
323,171,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Cicadoidea,Staphylinidae,NA,larvae,0.000278534,0.002749973,invertebrate,invertebrate,walking,walking,predacious,unclassified,family+
324,170,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Rhopalum sp,Neoscona adianta,NA,juveniles,0.001860431,0.018067452,invertebrate,invertebrate,flying,walking,predacious,genus,species
325,149,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Thripidae,Antistea elegans,NA,juveniles,8.85e-05,0.000846372,invertebrate,invertebrate,flying,walking,predacious,family+,species
326,172,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Herina frondescentiae,Tibellus sp,NA,NA,0.001568078,0.01495833,invertebrate,invertebrate,flying,walking,predacious,species,genus
327,173,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Rhinophoridae,Tibellus sp,NA,NA,0.001594655,0.01495833,invertebrate,invertebrate,flying,walking,predacious,family+,genus
328,155,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Cicadoidea,Nabidae,larvae,larvae,0.000488656,0.004471197,invertebrate,invertebrate,walking,walking,predacious,unclassified,family+
329,174,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Aphidoidea,Lesteva sicula,NA,NA,0.000195462,0.001718004,invertebrate,invertebrate,walking,walking,predacious,unclassified,species
330,175,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Cicadoidea,Antistea elegans,NA,NA,0.000278534,0.002442388,invertebrate,invertebrate,walking,walking,predacious,unclassified,species
331,176,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Ichneumonidae,Tibellus sp,NA,NA,0.001727543,0.01495833,invertebrate,invertebrate,flying,walking,predacious,family+,genus
332,177,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Cicadoidea,Dolichopus nubilius,NA,NA,0.000278534,0.002391983,invertebrate,invertebrate,walking,flying,predacious,unclassified,species
333,178,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Rhopalum sp,Tibellus sp,NA,NA,0.001860431,0.01495833,invertebrate,invertebrate,flying,walking,predacious,genus,genus
334,179,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Lepidoptera,Theridion pictum,NA,NA,0.000376309,0.002936393,invertebrate,invertebrate,flying,walking,predacious,unclassified,species
335,180,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Dolichopus nubilius,Neoscona adianta,NA,NA,0.002391983,0.01841291,invertebrate,invertebrate,flying,walking,predacious,species,species
336,180,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Dolichopus nubilius,Neoscona adianta,NA,juveniles,0.002391983,0.018067452,invertebrate,invertebrate,flying,walking,predacious,species,species
337,181,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Aphidoidea,Trichopterna thorelli,NA,NA,0.000195462,0.001381832,invertebrate,invertebrate,walking,walking,predacious,unclassified,species
338,182,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Cicadina,Antistea elegans,larvae,NA,0.000356719,0.002442388,invertebrate,invertebrate,walking,walking,predacious,unclassified,species
339,183,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Dolichopus nubilius,Tibellus sp,NA,NA,0.002391983,0.01495833,invertebrate,invertebrate,flying,walking,predacious,species,genus
340,184,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Cicadoidea,Agelenidae,NA,juveniles,0.000278534,0.00172729,invertebrate,invertebrate,walking,walking,predacious,unclassified,family+
341,185,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Cicadoidea,Lesteva sicula,NA,NA,0.000278534,0.001718004,invertebrate,invertebrate,walking,walking,predacious,unclassified,species
342,154,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Sternorrhyncha,Antistea elegans,larvae,juveniles,0.000144398,0.000846372,invertebrate,invertebrate,walking,walking,predacious,unclassified,species
343,186,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Limnia paludicola,Neoscona adianta,NA,NA,0.003189311,0.01841291,invertebrate,invertebrate,flying,walking,predacious,species,species
344,186,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Limnia paludicola,Neoscona adianta,NA,juveniles,0.003189311,0.018067452,invertebrate,invertebrate,flying,walking,predacious,species,species
345,171,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Cicadoidea,Staphylinidae,larvae,larvae,0.000488656,0.002749973,invertebrate,invertebrate,walking,walking,predacious,unclassified,family+
346,177,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Cicadoidea,Dolichopus nubilius,larvae,NA,0.000488656,0.002391983,invertebrate,invertebrate,walking,flying,predacious,unclassified,species
347,187,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Chartoscirta cincta,Neoscona adianta,NA,NA,0.003884811,0.01841291,invertebrate,invertebrate,walking,walking,predacious,species,species
348,188,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Limnia paludicola,Tibellus sp,NA,NA,0.003189311,0.01495833,invertebrate,invertebrate,flying,walking,predacious,species,genus
349,187,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Chartoscirta cincta,Neoscona adianta,NA,juveniles,0.003884811,0.018067452,invertebrate,invertebrate,walking,walking,predacious,species,species
350,189,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Delphacinae,Tibellus sp,larvae,NA,0.003420588,0.01495833,invertebrate,invertebrate,walking,walking,predacious,family+,genus
351,161,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Aphidoidea,Antistea elegans,NA,juveniles,0.000195462,0.000846372,invertebrate,invertebrate,walking,walking,predacious,unclassified,species
352,190,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Aphidoidea,Chrysopidae,NA,larvae,0.000195462,0.000797328,invertebrate,invertebrate,walking,walking,predacious,unclassified,family+
353,191,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Aphidoidea,Hypostenus sp,NA,NA,0.000195462,0.000736287,invertebrate,invertebrate,walking,walking,predacious,unclassified,genus
354,192,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Aphidoidea,Nestus carbonarius,NA,NA,0.000195462,0.000736287,invertebrate,invertebrate,walking,walking,predacious,unclassified,species
355,193,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Pachybrachius sp,Neoscona adianta,NA,NA,0.004984286,0.01841291,invertebrate,invertebrate,walking,walking,predacious,species,species
356,193,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Pachybrachius sp,Neoscona adianta,NA,juveniles,0.004984286,0.018067452,invertebrate,invertebrate,walking,walking,predacious,species,species
357,184,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Cicadoidea,Agelenidae,larvae,juveniles,0.000488656,0.00172729,invertebrate,invertebrate,walking,walking,predacious,unclassified,family+
