,0,1,2
622,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Chironomidae_larvae,65
623,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Chloropidae_NA,66
624,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Cicadoidea_larvae,67
625,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Cloeon simile_NA,68
626,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Clubiona sp_immature,69
627,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Culex sp_NA,70
628,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Delphacidae_larvae,71
629,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Dolomedes sp_immature,72
630,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Dryops auriculatus_NA,73
631,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Falco subbuteo_NA,74
632,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Natrix natrix_NA,75
633,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Vulpes vulpes_NA,76
634,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Hahnia sp_immature,77
635,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Hebrus pusillus_NA,78
636,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Antistea elegans_juveniles,79
637,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Herina parva_NA,80
638,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Homoptera_larvae,81
639,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Ichneumonidae_NA,82
640,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Jassidae_larvae,83
641,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Jassinae_NA,84
642,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Larinioides sp_immature,85
643,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Lepidoptera_NA,86
644,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Lepidoptera_larvae,87
645,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Limoniidae_NA,88
646,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Linyphiidae_immature,89
647,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Mangora acalypha_immature,90
648,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Microtus agrestis_NA,91
649,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Muscidae copro_NA,92
650,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Muscidae flor_NA,93
651,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Oligochaeta_NA,94
652,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Ootetrastichus sp_NA,95
653,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Oxyloma elegans_NA,96
654,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Pachybrachius sp_NA,97
655,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Pardosa sp_immature,98
656,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Philodromidae_immature,99
657,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Pirata sp_immature,100
658,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Pisaura mirabilis_immature,101
659,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Poduromorpha_NA,102
660,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Psychodidae_adults,103
661,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Pardosa sp_NA,104
662,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Staphylinidae_NA,105
663,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Theridiidae_NA,106
664,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Psychodidae_larvae,107
665,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Pteromicra leucopeza_NA,108
666,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Salticidae_immature,109
667,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Sciaridae_NA,110
668,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Sepedon sphegea_NA,111
669,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Sepedon spinipes_NA,112
670,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Sminthuridae_NA,113
671,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Stratiomyidae_larvae,114
672,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Tetragnatha sp_immature,115
673,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Thanatus sp_immature,116
674,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Theridiidae_immature,117
675,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Theridion sp_immature,118
676,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Thomisidae_immature,119
677,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Tibellus sp_immature,120
678,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Trachelipus rathkei_NA,121
679,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Trichia sericea_NA,122
680,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",Typhlocybinae_larvae,123
681,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Acari phyto_NA,0
682,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Acari pred_NA,1
683,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Bryaxis sp_NA,2
684,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Chilocorus bipustulatus_NA,3
685,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Nabidae_larvae,4
686,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Staphylinidae_larvae,5
687,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Acrididae_larvae,6
688,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Dolomedes fimbriatus_NA,7
689,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Ensifera_NA,8
690,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Falco subbuteo_NA,9
691,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Lacerta agilis_NA,10
692,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Locustella naevia_NA,11
693,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Vulpes vulpes_NA,12
694,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Agraecina striata_NA,13
695,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Araneae_NA,14
696,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Arctosa sp_juveniles,15
697,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Cryptobium fracticorne_NA,16
698,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Lesteva sicula_NA,17
699,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Lycosidae_NA,18
700,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Nestus carbonarius_NA,19
701,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Nestus ruralis_NA,20
702,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Nestus sp_NA,21
703,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Paederus riparius_NA,22
704,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Pardosa prativaga_NA,23
705,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Pardosa sp_NA,24
706,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Pirata piraticus_NA,25
707,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Pirata tenuitarsis_NA,26
708,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Staphylinidae_NA,27
709,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Stilicus rufipes_NA,28
710,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Agriotes lineatus_NA,29
711,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Anguis fragilis_NA,30
712,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Anisoptera_NA,31
713,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Coenagrion sp_NA,32
714,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Ischnura elegans_NA,33
715,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Libellula quadrimaculata_NA,34
716,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Rana sp_NA,35
717,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Somatochlora flavomaculata_NA,36
718,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Somatochlora sp_NA,37
719,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Sympetrum sp_NA,38
720,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Sympetrum vulgatum_NA,39
721,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Zygoptera_NA,40
722,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Coronella austriaca_NA,41
723,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Natrix natrix_NA,42
724,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Antistea elegans_NA,43
725,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Antistea elegans_immature,44
726,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Myllaena dubia_NA,45
727,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Aphidina_larvae,46
728,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Chrysotus cilipes_NA,47
729,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Clubiona sp_juveniles,48
730,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Pirata sp_juveniles,49
731,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Saltatoria_larvae,50
732,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Sitticus caricis_NA,51
733,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Tettigoniidae_larvae,52
734,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Thomisidae_juveniles,53
735,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Aphidoidea_NA,54
736,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Antistea elegans_juveniles,55
737,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Araneidae_juveniles,56
738,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Erigone dentipalpis_NA,57
739,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Hahniidae_juveniles,58
740,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Hybotidae_NA,59
741,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Salticidae_juveniles,60
742,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Tetragnatha sp_NA,61
743,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Aprostocetus sp_NA,62
744,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Araeoncus humilis_NA,63
745,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Arctosa leopardus_NA,64
746,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Clubiona stagnatilis_NA,65
747,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Dolomedes sp_juveniles,66
748,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Evarcha arcuata_NA,67
749,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Marpissa radiata_NA,68
750,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Salticidae_NA,69
751,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Zelotes sp_juveniles,70
752,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Araneidae_immature,71
753,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Arctosa leopardus_immature,72
754,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Arctosa sp_immature,73
755,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Bidessus unistriatus_NA,74
756,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Carabidae_larvae,75
757,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Cerambycidae_larvae,76
758,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Larinioides cornutus_NA,77
759,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Larinioides sp_juveniles,78
760,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Neoscona adianta_NA,79
761,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Tibellus maritimus_NA,80
762,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Tibellus sp_NA,81
763,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Tibellus sp_juveniles,82
764,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Ceratopogonidae_NA,83
765,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Ceratopogonidae_adults,84
766,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Ceratopogonidae_larvae,85
767,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Chartoscirta cincta_NA,86
768,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Hirudinea_NA,87
769,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Chaetocnema confusa_NA,88
770,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Tetragnatha sp_juveniles,89
771,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Chironomidae_NA,90
772,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Chloropidae_NA,91
773,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Cicadella viridis_NA,92
774,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Cicadina_larvae,93
775,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Clubiona sp_immature,94
776,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Coleoptera_larvae,95
777,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Cytilus sericeus_NA,96
778,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Delphacidae_larvae,97
779,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Dipogon sp_NA,98
780,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Dolomedes sp_immature,99
781,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Drosophilidae_NA,100
782,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Dryops sp_NA,101
783,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Elateridae_larvae,102
784,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Entomobryomorpha_NA,103
785,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Heteroptera_larvae,104
786,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Episyrphus balteatus_NA,105
787,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Gongylidiellum murcidum_NA,106
788,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Hahniidae_immature,107
789,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Herina frondescentiae_NA,108
790,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Herina germinationis_NA,109
791,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Herina parva_NA,110
792,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Ichneumonidae_NA,111
793,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Insecta_larvae,112
794,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Larinioides sp_immature,113
795,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Lepidoptera_NA,114
796,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Leptoceridae_NA,115
797,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Limnephilidae_NA,116
798,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Limnia paludicola_NA,117
799,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Limnobaris dolorosa_NA,118
800,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Limoniidae_larvae,119
801,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Linyphiidae_immature,120
802,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Lumbricidae_NA,121
803,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Lycosidae_immature,122
804,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Lymnaea stagnalis_NA,123
805,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Meligethes sp_NA,124
806,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Microtus agrestis_NA,125
807,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Muscidae copro_NA,126
808,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Muscidae flor_NA,127
809,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Neoascia sp_NA,128
810,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Oligochaeta_NA,129
811,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Oligochaeta_larvae,130
812,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Otitinae_NA,131
813,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Oxyloma elegans_NA,132
814,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Pachybrachius sp_NA,133
815,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Pirata sp_immature,134
816,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Planorbis planorbis_NA,135
817,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Platystethus sp_NA,136
818,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Poduromorpha_NA,137
819,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Proctotrupoidea_NA,138
820,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Salticidae_immature,139
821,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Sarcophagidae_NA,140
822,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Sciaridae_NA,141
823,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Sciocoris sp_NA,142
824,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Sepedon spinipes_NA,143
825,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Sminthuridae_NA,144
826,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Stagnicola corvus_NA,145
827,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Swammerdamella brevicornis_NA,146
828,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Tetragnatha sp_immature,147
829,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Thomisidae_immature,148
830,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Tibellus sp_immature,149
831,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Trachelipus rathkei_NA,150
832,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Vertigo antivertigo_NA,151
833,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",Zelotes sp_immature,152
834,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Acari phyto_NA,0
835,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Acari pred_NA,1
836,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Edaphus blŸhweissi_NA,2
837,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Euconnus hirticollis_NA,3
838,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Haplothrips sp_NA,4
839,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Spanioconnus wetterhali_NA,5
840,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Acrididae_NA,6
841,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Argiope bruennichi_NA,7
842,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Falco subbuteo_NA,8
843,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Lacerta agilis_NA,9
844,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Locustella naevia_NA,10
845,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Vulpes vulpes_NA,11
846,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Acrididae_larvae,12
847,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Conocephalus discolor_NA,13
848,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Conocephalus dorsalis_NA,14
849,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Saltatoria_NA,15
850,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Staphylinus erythropterus_NA,16
851,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Agromyzidae_NA,17
852,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Anisoptera_NA,18
853,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Araneidae_juveniles,19
854,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Clubiona sp_juveniles,20
855,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Evarcha sp_juveniles,21
856,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Marpissa radiata_juveniles,22
857,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Ozyptila sp_juveniles,23
858,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Salticidae_juveniles,24
859,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Sitticus sp_juveniles,25
860,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Somatochlora flavomaculata_NA,26
861,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Somatochlora sp_NA,27
862,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Sympecma fusca_NA,28
863,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Sympetrum sanguineum_NA,29
864,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Sympetrum sp_NA,30
865,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Sympetrum vulgatum_NA,31
866,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Thanatus sp_juveniles,32
867,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Thomisidae_juveniles,33
868,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Aleocharinae_NA,34
869,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Araneae_NA,35
870,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Formica sp_NA,36
871,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Gnaphosidae_juveniles,37
872,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Hemistenus flavipes_NA,38
873,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Nestus mendicus_NA,39
874,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Pirata sp_juveniles,40
875,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Robertus insignis_NA,41
876,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Staphylinidae_NA,42
877,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Tetramorium sp_NA,43
878,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Zelotes sp_juveniles,44
879,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Anguis fragilis_NA,45
880,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Coronella austriaca_NA,46
881,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Natrix natrix_NA,47
882,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Antistea elegans_immature,48
883,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",Myllaena dubia_NA,49
