,0,1,2
2845,AEW27,Athous sp. (juv),44
2846,AEW27,Athous zebei (juv) {m},45
2847,AEW27,Atropacarus striculus,46
2848,AEW27,Brachychthoniidae spp.,47
2849,AEW27,Carabodes coriaceus,48
2850,AEW27,Ceratozetes gracilis,49
2851,AEW27,Chamobates borealis,50
2852,AEW27,Chamobates voigtsi,51
2853,AEW27,Coleoptera sp.,52
2854,AEW27,Coleoptera sp. (juv),53
2855,AEW27,Dicyrtomina ornata,54
2856,AEW27,Discus rotundatus (juv),55
2857,AEW27,Elateridae sp1 (juv) {l},56
2858,AEW27,Enchytraeidae,57
2859,AEW27,Oppiella nova,58
2860,AEW27,Oppiella subpectinata,59
2861,AEW27,Oribatida sp. (juv),60
2862,AEW27,Suctobelba trigona,61
2863,AEW27,Suctobelbella sp.,62
2864,AEW27,Eulohmannia ribagai,63
2865,AEW27,Folsomia quadrioculata,64
2866,AEW27,Geotrupes spec,65
2867,AEW27,Glomeris conspersa {xl},66
2868,AEW27,Glomeris hexasticha,67
2869,AEW27,Glomeris sp.,68
2870,AEW27,Glomeris sp. (juv) {xl},69
2871,AEW27,Hypochthonius rufulus,70
2872,AEW27,Isotomiella minor,71
2873,AEW27,Julidae sp.,72
2874,AEW27,Lepidocyrtus cyaneus,73
2875,AEW27,Lepidocyrtus lignorum,74
2876,AEW27,Lepidocyrtus sp. (juv),75
2877,AEW27,Melogona cf. voigti,76
2878,AEW27,Mesaphorura macrochaeta,77
2879,AEW27,Mesaphorura sp.,78
2880,AEW27,Monachoides incarnatus (juv),79
2881,AEW27,Nitidulidae sp.,80
2882,AEW27,Oppiella falcata,81
2883,AEW27,Oribatella calcarata,82
2884,AEW27,Parisotoma notabilis,83
2885,AEW27,Phthiracarus compressus,84
2886,AEW27,Phthiracarus longulus,85
2887,AEW27,Pilogalumna tenuiclava,86
2888,AEW27,Platynothrus peltifer,87
2889,AEW27,Porcellio conspersum,88
2890,AEW27,Protaphorura sp.,89
2891,AEW27,Ptiliidae sp.,90
2892,AEW27,Quadroppia hammerae,91
2893,AEW27,Sminthurinus aureus,92
2894,AEW27,Sminthurinus sp. (juv),93
2895,AEW27,Tachypodoiulus niger,94
2896,AEW27,Trachytes aegrota,95
2897,AEW27,Trachytes aegrota (juv) {s},96
2898,AEW27,Trachytes pauperior (juv),97
2899,AEW27,Trachytes pauperior{s},98
2900,AEW27,Trichia striolata,99
2901,AEW27,Trichia striolata (juv),100
2902,AEW27,Trichoniscus pusillus {s},101
2903,AEW27,Trichoniscus sp.,102
2904,AEW27,algae,103
2905,AEW27,omnivorous nematodes,104
2906,AEW27,amoebae,105
2907,AEW27,predacious nematodes,106
2908,AEW27,bacteria,107
2909,AEW27,bacterivorous nematodes,108
2910,AEW27,ciliates,109
2911,AEW27,flagellates,110
2912,AEW27,dead organic matter,111
2913,AEW27,saphrophytes,112
2914,AEW27,fungivorous nematodes,113
2915,AEW27,leaf litter,114
2916,AEW27,mykorrhiza,115
2917,AEW27,plants,116
2918,AEW27,root exudates,117
2919,AEW27,root feeding nematodes,118
2920,AEW27,roots,119
2921,AEW30,Aegopinella nitens,0
2922,AEW30,Limacidae sp.,1
2923,AEW30,Strigamia acuminata,2
2924,AEW30,Aegopinella nitens (juv),3
2925,AEW30,Aleocharinae sp1 (juv),4
2926,AEW30,Athous subfuscus (juv) {m},5
2927,AEW30,Cantharidae sp.,6
2928,AEW30,Cantharidae sp. (juv),7
2929,AEW30,Clubionidae (juv),8
2930,AEW30,Diplocephalus picinus,9
2931,AEW30,Erigonella hiemalis,10
2932,AEW30,Geophilus ribauti,11
2933,AEW30,Geophilus studeri,12
2934,AEW30,Geostiba circellaris,13
2935,AEW30,Linyphia hortensis,14
2936,AEW30,Linyphiidae (juv),15
2937,AEW30,Lithobius cf. dentatus (juv),16
2938,AEW30,Lithobius sp.,17
2939,AEW30,Lithobius sp2 {s},18
2940,AEW30,Microneta viaria,19
2941,AEW30,Pardosa sp. (juv),20
2942,AEW30,Phalangiidae sp. (juv),21
2943,AEW30,Robertus lividus,22
2944,AEW30,Robertus sp. (juv) {l},23
2945,AEW30,Saloca diceros,24
2946,AEW30,Salticidae sp. (juv),25
2947,AEW30,Staphylinidae spec,26
2948,AEW30,Tenuiphantes tenuis,27
2949,AEW30,Theridiidae sp. (juv),28
2950,AEW30,Thomisidae sp. (juv),29
2951,AEW30,Walckenaeria cucullata,30
2952,AEW30,Xantholinus sp. (juv) {m},31
2953,AEW30,Aporrectodea rosea (juv),32
2954,AEW30,Abax sp.,33
2955,AEW30,Athous sp. (juv),34
2956,AEW30,Carabidae sp.,35
2957,AEW30,Athous zebei (juv) {l},36
2958,AEW30,Atropacarus striculus,37
2959,AEW30,Plectophoreus fischeri,38
2960,AEW30,Ceratophysella denticulata,39
2961,AEW30,Lysigamasus cornutus,40
2962,AEW30,Pergamasinae (juv) {s},41
2963,AEW30,Rhodacarus agrestis,42
2964,AEW30,Zerconidae sp. (juv),43
2965,AEW30,Ceratozetes gracilis,44
2966,AEW30,Coleoptera sp.,45
2967,AEW30,Dinychus perforatus,46
2968,AEW30,Dinychus perforatus (juv),47
2969,AEW30,Dissorhina ornata,48
2970,AEW30,Enchytraeidae,49
2971,AEW30,Macrocheles dentatus,50
2972,AEW30,Oppiella nova,51
2973,AEW30,Oribatida sp. (juv),52
2974,AEW30,Pachylaelaps laeuchlii,53
2975,AEW30,Suctobelbella sp.,54
2976,AEW30,Euconulus fulvus,55
2977,AEW30,Eulohmannia ribagai,56
2978,AEW30,Folsomia quadrioculata,57
2979,AEW30,Glomeris sp.,58
2980,AEW30,Haplophthalmus mengei,59
2981,AEW30,Isotomiella minor,60
2982,AEW30,Julidae sp.,61
2983,AEW30,Lepidocyrtus lignorum,62
2984,AEW30,Lepidocyrtus sp. (juv),63
2985,AEW30,Ligidium hypnorum,64
2986,AEW30,Lumbricus rubellus {xl},65
2987,AEW30,Lumbricus sp. (juv),66
2988,AEW30,Megalothorax minimus,67
2989,AEW30,Mesaphorura sp.,68
2990,AEW30,Mesaphorura tenuisensillata,69
2991,AEW30,Monachoides incarnatus,70
2992,AEW30,Monachoides incarnatus (juv),71
2993,AEW30,Neotullbergia ramicuspis,72
2994,AEW30,Octolasion sp. (juv),73
2995,AEW30,Otiorhynchus sp.,74
2996,AEW30,Pantelozetes paolii,75
2997,AEW30,Parisotoma notabilis,76
2998,AEW30,Porcellio conspersum,77
2999,AEW30,Porcellio montanus,78
3000,AEW30,Proisotoma minima,79
3001,AEW30,Protaphorura armata,80
3002,AEW30,Scheloribates initialis,81
3003,AEW30,Scolopendrella cf. subnuda {m},82
3004,AEW30,Scutigerella immaculata {m},83
3005,AEW30,Sminthurinus aureus,84
3006,AEW30,Steganacarus herculeanus,85
3007,AEW30,Trachytes pauperior{s},86
3008,AEW30,Trichia striolata (juv),87
3009,AEW30,Trichoniscus pusillus {m},88
3010,AEW30,Trichoniscus sp.,89
3011,AEW30,algae,90
3012,AEW30,Arion fuscus,91
3013,AEW30,Arion silvaticus,92
3014,AEW30,omnivorous nematodes,93
3015,AEW30,amoebae,94
3016,AEW30,Aporectodea longa,95
3017,AEW30,Aporectodea longa (juv),96
3018,AEW30,Aporrectodea rosea,97
3019,AEW30,Lumbricus terrestris (juv) {xxxl},98
3020,AEW30,Octolasion tyrtaeum (juv) {xxl},99
3021,AEW30,predacious nematodes,100
3022,AEW30,bacteria,101
3023,AEW30,bacterivorous nematodes,102
3024,AEW30,ciliates,103
3025,AEW30,flagellates,104
3026,AEW30,dead organic matter,105
3027,AEW30,saphrophytes,106
3028,AEW30,fungivorous nematodes,107
3029,AEW30,leaf litter,108
3030,AEW30,mykorrhiza,109
3031,AEW30,plants,110
3032,AEW30,root exudates,111
3033,AEW30,root feeding nematodes,112
3034,AEW30,roots,113
3035,AEW49,Acrotrichis sp.,0
3036,AEW49,Agelenidae sp. (juv),1
3037,AEW49,Amaurobius sp. (juv),2
3038,AEW49,Atheta sp.,3
3039,AEW49,Athous subfuscus (juv) {m},4
3040,AEW49,Centromerus serratus,5
3041,AEW49,Coelotes sp. (juv) {xl},6
3042,AEW49,Diplocephalus picinus,7
3043,AEW49,Diplostyla concolor,8
3044,AEW49,Geophilus flavus,9
3045,AEW49,Geophilus ribauti,10
3046,AEW49,Hahnia pusilla,11
3047,AEW49,Harpactea lepida (juv) large,12
3048,AEW49,Harpactea lepida (juv) small,13
3049,AEW49,Harpactea lepida large,14
3050,AEW49,Harpactea lepida small,15
3051,AEW49,Linyphiidae (juv),16
3052,AEW49,Lithobius aeruginosus (juv),17
3053,AEW49,Lithobius aeruginosus {l},18
3054,AEW49,Lithobius crassipes,19
3055,AEW49,Lithobius lapidicola,20
3056,AEW49,Lithobius sp.,21
3057,AEW49,Lithobius sp2 {l},22
3058,AEW49,Lithobius sp3 {m},23
3059,AEW49,Malthinus seriepunctatus (juv),24
3060,AEW49,Malthodes sp. (juv),25
3061,AEW49,Metellina segmentata,26
3062,AEW49,Microneta viaria,27
3063,AEW49,Monocephalus fuscipes,28
3064,AEW49,Neobisium carcinoides,29
3065,AEW49,Ozyptila sp. (juv),30
3066,AEW49,Rhagonycha lignosa,31
3067,AEW49,Robertus lividus,32
3068,AEW49,Saloca diceros,33
3069,AEW49,Schendyla nemorensis,34
3070,AEW49,Staphylinidae sp. (juv) {s},35
3071,AEW49,Staphylinidae spec,36
3072,AEW49,Strigamia acuminata,37
3073,AEW49,Theridiidae sp. (juv),38
3074,AEW49,Aegopinella nitens,39
3075,AEW49,Aegopinella nitens (juv),40
3076,AEW49,Aegopinella pura,41
3077,AEW49,Carabidae sp. (juv),42
3078,AEW49,Agriotes sp. (juv),43
3079,AEW49,Aporectodea longa (juv),44
3080,AEW49,Aporrectodea caliginosa,45
3081,AEW49,Aporrectodea rosea,46
3082,AEW49,Aporrectodea rosea (juv),47
3083,AEW49,Arion silvaticus,48
3084,AEW49,Arrhophalites sp.,49
3085,AEW49,Epicrius canestrinii,50
3086,AEW49,Gamasina sp. (juv),51
3087,AEW49,Hahnia pusilla (juv),52
3088,AEW49,Hypoaspis aculeifer (juv),53
3089,AEW49,Leptogamasus sp. (juv),54
3090,AEW49,Lysigamasus minorleitneriae,55
3091,AEW49,Pergamasinae (juv) {s},56
3092,AEW49,Prozercon cf traeghardi,57
3093,AEW49,Tachyusa sp. (juv),58
3094,AEW49,Trimium brevicorne,59
3095,AEW49,Uroseius cylindricus,60
3096,AEW49,Uroseius cylindricus (juv),61
3097,AEW49,Veigaia cerva (juv),62
3098,AEW49,Veigaia nemorensis,63
3099,AEW49,Veigaia nemorensis (juv),64
3100,AEW49,Athous sp. (juv),65
3101,AEW49,Athous zebei (juv) {m},66
3102,AEW49,Atropacarus striculus,67
3103,AEW49,Scydmaenidae sp1 {m},68
3104,AEW49,Berniniella dungeri,69
3105,AEW49,Brachychthoniidae spp.,70
3106,AEW49,Ceratophysella sp.,71
3107,AEW49,Ceratozetes gracilis,72
3108,AEW49,Chamobates borealis,73
3109,AEW49,Chamobates voigtsi,74
3110,AEW49,Dalopius marginatus (juv) {m},75
3111,AEW49,Damaeus onustus,76
3112,AEW49,Dicyrtomina ornata,77
3113,AEW49,Discus rotundatus,78
3114,AEW49,Discus rotundatus (juv),79
3115,AEW49,Dissorhina ornata,80
3116,AEW49,Elateridae sp1 (juv) {l},81
3117,AEW49,Enchytraeidae,82
3118,AEW49,Geholaspis longispinosus,83
3119,AEW49,Geholaspis mandibularis,84
3120,AEW49,Geholaspis sp. (juv),85
3121,AEW49,Oppiella nova,86
3122,AEW49,Oppiella subpectinata,87
3123,AEW49,Oribatida sp. (juv),88
3124,AEW49,Suctobelbella sp.,89
3125,AEW49,Entomobryidae (juv),90
3126,AEW49,Folsomia quadrioculata,91
3127,AEW49,Glomeris sp.,92
3128,AEW49,Helicidae sp. (juv),93
3129,AEW49,Hypochthonius luteus,94
3130,AEW49,Hypochthonius rufulus,95
3131,AEW49,Isotomidae sp.,96
3132,AEW49,Leitneria granulata (juv),97
3133,AEW49,Isotomiella minor,98
3134,AEW49,Julidae sp.,99
3135,AEW49,Lepidocyrtus curvicolis,100
3136,AEW49,Lepidocyrtus cyaneus,101
3137,AEW49,Lepidocyrtus lignorum,102
3138,AEW49,Lepidocyrtus sp. (juv),103
3139,AEW49,Lumbricus terrestris (juv) {xxl},104
3140,AEW49,Megalothorax minimus,105
3141,AEW49,Mesaphorura sp.,106
3142,AEW49,Microppia minus,107
3143,AEW49,Nargus anisotomoides,108
3144,AEW49,Octolasion tyrtaeum (juv) {xl},109
3145,AEW49,Octolasion tyrtaeum{xxl},110
3146,AEW49,Oppiella falcata,111
3147,AEW49,Parisotoma notabilis,112
3148,AEW49,Phthiracarus globosus,113
3149,AEW49,Phthiracarus lentulus,114
3150,AEW49,Phyllobius callacartus,115
3151,AEW49,Porcellio conspersum,116
3152,AEW49,Protaphorura armata,117
3153,AEW49,Protaphorura fimata,118
3154,AEW49,Protaphorura sp.,119
3155,AEW49,Pseudosinella ksenemani,120
3156,AEW49,Quadroppia quadricarinata,121
3157,AEW49,Rhynchaeninae sp1,122
3158,AEW49,Sminthurinus aureus,123
3159,AEW49,Sminthurinus niger,124
3160,AEW49,Steganacarus herculeanus,125
3161,AEW49,Steganacarus magnus,126
3162,AEW49,Trachytes aegrota,127
3163,AEW49,Trachytes aegrota (juv) {s},128
3164,AEW49,Trichia striolata,129
3165,AEW49,Trichia striolata (juv),130
3166,AEW49,Trichoniscus pusillus {m},131
3167,AEW49,Trichoniscus pygmaeus,132
3168,AEW49,Trichoniscus sp.,133
3169,AEW49,Uropoda athiasae,134
3170,AEW49,Uropoda athiasae (juv),135
3171,AEW49,algae,136
3172,AEW49,omnivorous nematodes,137
3173,AEW49,amoebae,138
3174,AEW49,predacious nematodes,139
3175,AEW49,bacteria,140
3176,AEW49,bacterivorous nematodes,141
3177,AEW49,ciliates,142
3178,AEW49,flagellates,143
3179,AEW49,dead organic matter,144
3180,AEW49,saphrophytes,145
3181,AEW49,fungivorous nematodes,146
3182,AEW49,leaf litter,147
3183,AEW49,Helicodonta obvoluta,148
3184,AEW49,mykorrhiza,149
3185,AEW49,plants,150
3186,AEW49,root exudates,151
3187,AEW49,root feeding nematodes,152
3188,AEW49,roots,153
3189,HEW01,Acrotona sylvicola,0
3190,HEW01,Amaurobius sp. (juv),1
3191,HEW01,Campodea sp. {l},2
3192,HEW01,Cantharidae sp.,3
3193,HEW01,Clubionidae (juv),4
3194,HEW01,Diplocephalus picinus,5
3195,HEW01,Geophilus electricus,6
3196,HEW01,Geophilus insculptus,7
3197,HEW01,Geophilus ribauti,8
3198,HEW01,Geostiba circellaris,9
3199,HEW01,Lithobius curtipes {m},10
3200,HEW01,Lithobius mutabilis,11
3201,HEW01,Lithobius sp.,12
3202,HEW01,Lithobius sp2 {l},13
3203,HEW01,Microlinyphia pusilla,14
3204,HEW01,Neobisium sp.,15
3205,HEW01,Notiophilus biguttatus,16
3206,HEW01,Othius subuliformis,17
3207,HEW01,Pelecopsis radicicola,18
3208,HEW01,Phalangiidae sp. (juv),19
3209,HEW01,Saloca diceros,20
3210,HEW01,Staphylinidae spec,21
3211,HEW01,Tapinocyba insecta,22
3212,HEW01,Xantholininae sp. (juv),23
3213,HEW01,Agriotes sp.,24
3214,HEW01,Pterostichus sp.,25
3215,HEW01,Aleocharinae sp1 (juv),26
3216,HEW01,Diplocephalus latifrons,27
3217,HEW01,Linyphiidae (juv),28
3218,HEW01,Oxypoda annularis,29
3219,HEW01,Allaiulus nitidus {xl},30
3220,HEW01,Allosuctobelba grandis,31
3221,HEW01,Scydmaenidae sp1 {m},32
3222,HEW01,Atheta sp. (juv),33
3223,HEW01,Athous haemorrhoidalis (juv),34
3224,HEW01,Atropacarus striculus,35
3225,HEW01,Belba corynopus,36
3226,HEW01,Brachychthoniidae spp.,37
3227,HEW01,Buprestidae sp.,38
3228,HEW01,Ceratophysella denticulata,39
3229,HEW01,Lysigamasus cornutus,40
3230,HEW01,Veigaia nemorensis,41
3231,HEW01,Veigaia nemorensis (juv),42
3232,HEW01,Veigaia sp. (juv),43
3233,HEW01,Zercon cf gurensis,44
3234,HEW01,Chamobates cuspidatus,45
3235,HEW01,Clausilia bidentata,46
3236,HEW01,Aegopinella nitidula (juv),47
3237,HEW01,Cochlicopa lubrica,48
3238,HEW01,Coleoptera sp. (juv),49
3239,HEW01,Cryptopygus garretti,50
3240,HEW01,Curculionidae sp.,51
3241,HEW01,Damaeus riparius,52
3242,HEW01,Deuteraphorura inermis,53
3243,HEW01,Deuterosminthurus pallipes,54
3244,HEW01,Dinychus perforatus (juv),55
3245,HEW01,Discus rotundatus (juv),56
3246,HEW01,Dissorhina ornata,57
3247,HEW01,Enchytraeidae,58
3248,HEW01,Geholaspis mandibularis,59
3249,HEW01,Macrocheles cf. dentatus (juv),60
3250,HEW01,Oppiella nova,61
3251,HEW01,Oppiella subpectinata,62
3252,HEW01,Oribatida sp. (juv),63
3253,HEW01,Pachylaelaps regularis,64
3254,HEW01,Pachylaelaps tesselatus,65
3255,HEW01,Suctobelbella sp.,66
3256,HEW01,Epicrius sp. (juv),67
3257,HEW01,Folsomia quadrioculata,68
3258,HEW01,Glomeris connexa,69
3259,HEW01,Glomeris conspersa {l},70
3260,HEW01,Glomeris sp.,71
3261,HEW01,Hermannia gibba,72
3262,HEW01,Isotomiella minor,73
3263,HEW01,Julidae sp.,74
3264,HEW01,Lepidocyrtus lanuginosus,75
3265,HEW01,Liacarus xylariae,76
3266,HEW01,Lumbricus sp. (juv),77
3267,HEW01,Luperus luperus,78
3268,HEW01,Megalothorax minimus,79
3269,HEW01,Mesaphorura sp.,80
3270,HEW01,Oppiella falcata,81
3271,HEW01,Pantelozetes paolii,82
3272,HEW01,Phthiracarus compressus,83
3273,HEW01,Phthiracarus longulus,84
3274,HEW01,Phyllobius callacartus,85
3275,HEW01,Phyllobius sp.,86
3276,HEW01,Polydesmidae sp.,87
3277,HEW01,Pulmonata sp. (juv),88
3278,HEW01,Vitrea diaphana,89
3279,HEW01,Vitrea diaphana (juv),90
3280,HEW01,Quadroppia quadricarinata,91
3281,HEW01,Scheloribates laevigatus,92
3282,HEW01,Scolopendrella cf. subnuda {s},93
3283,HEW01,Sminthurinus aureus,94
3284,HEW01,Tectocepheus velatus alatus,95
3285,HEW01,Trachelipus ratzeburgii,96
3286,HEW01,Trachytes pauperior (juv),97
3287,HEW01,Trachytes pauperior{s},98
3288,HEW01,Trichoniscus pusillus {m},99
3289,HEW01,Trichoniscus sp.,100
3290,HEW01,algae,101
3291,HEW01,Arion silvaticus,102
3292,HEW01,omnivorous nematodes,103
3293,HEW01,amoebae,104
3294,HEW01,Aporrectodea caliginosa,105
3295,HEW01,Aporrectodea caliginosa (juv) {xl},106
3296,HEW01,Aporrectodea rosea,107
3297,HEW01,Aporrectodea sp. (juv) {xxl},108
3298,HEW01,Lumbricus castaneus,109
3299,HEW01,Lumbricus rubellus (juv) {xxl},110
3300,HEW01,Lumbricus rubellus {xxl},111
3301,HEW01,Lumbricus terrestris,112
3302,HEW01,Octolasion tyrtaeum (juv) {xxl},113
3303,HEW01,predacious nematodes,114
3304,HEW01,bacteria,115
3305,HEW01,bacterivorous nematodes,116
3306,HEW01,ciliates,117
3307,HEW01,flagellates,118
3308,HEW01,dead organic matter,119
3309,HEW01,Geotrupes spec,120
3310,HEW01,saphrophytes,121
3311,HEW01,fungivorous nematodes,122
3312,HEW01,leaf litter,123
3313,HEW01,Monachoides incarnatus,124
3314,HEW01,Monachoides incarnatus (juv),125
3315,HEW01,Trichia striolata,126
3316,HEW01,Trichia striolata (juv),127
3317,HEW01,mykorrhiza,128
3318,HEW01,plants,129
3319,HEW01,Helicidae sp. (juv),130
3320,HEW01,root exudates,131
3321,HEW01,root feeding nematodes,132
3322,HEW01,roots,133
3323,HEW02,Achipteria coleoptrata,0
3324,HEW02,Lithobius cf. crassipes (juv),1
3325,HEW02,Lithobius sp.,2
3326,HEW02,Lithobius sp1 {s},3
3327,HEW02,Lithobius sp2 {l},4
3328,HEW02,Acrotrichis sp.,5
3329,HEW02,Amaurobius sp. (juv),6
3330,HEW02,Atheta sp.,7
3331,HEW02,Athous subfuscus (juv) {l},8
3332,HEW02,Cantharidae sp.,9
3333,HEW02,Diplocephalus latifrons,10
3334,HEW02,Erigonella hiemalis,11
3335,HEW02,Geophilomorpha sp.,12
3336,HEW02,Geostiba circellaris,13
3337,HEW02,Hahnia pusilla,14
3338,HEW02,Harpactea lepida (juv) large,15
3339,HEW02,Linyphiidae (juv),16
3340,HEW02,Macrargus rufus,17
3341,HEW02,Malthodes sp. (juv),18
3342,HEW02,Micrargus herbigradus,19
3343,HEW02,Pelecopsis radicicola,20
3344,HEW02,Phalangiidae sp. (juv),21
3345,HEW02,Robertus lividus,22
3346,HEW02,Saaristoa abnormis,23
3347,HEW02,Schendyla nemorensis,24
3348,HEW02,Staphylinidae spec,25
3349,HEW02,Strigamia acuminata,26
3350,HEW02,Tapinocyba insecta,27
3351,HEW02,Theridiidae sp. (juv),28
3352,HEW02,Trechinae sp.,29
3353,HEW02,Xantholinus sp. (juv) {m},30
3354,HEW02,Aegopinella nitidula (juv),31
3355,HEW02,Staphylinidae sp. (juv) {l},32
3356,HEW02,Aegopinella pura,33
3357,HEW02,Aegopinella pura (juv),34
3358,HEW02,Allacma fusca,35
3359,HEW02,Arctoseius magnanalis,36
3360,HEW02,Atheta sp. (juv),37
3361,HEW02,Leptogamasus suecicus,38
3362,HEW02,Lysigamasus lapponicus,39
3363,HEW02,Lysigamasus sp. (juv),40
3364,HEW02,Pergamasinae (juv) {s},41
3365,HEW02,Pergamasus crassipes,42
3366,HEW02,Veigaia cerva (juv),43
3367,HEW02,Veigaia nemorensis,44
3368,HEW02,Veigaia nemorensis (juv),45
3369,HEW02,Zercon cf gurensis,46
3370,HEW02,Allaiulus nitidus {xl},47
3371,HEW02,Brachychthoniidae spp.,48
3372,HEW02,Brachysomus sp.,49
3373,HEW02,Carabodes labyrinthicus,50
3374,HEW02,Chamobates voigtsi,51
3375,HEW02,Chrysomelidae sp.,52
3376,HEW02,Clausilia bidentata (juv),53
3377,HEW02,Nesovitrea hammonis,54
3378,HEW02,Coleoptera sp.,55
3379,HEW02,Coleoptera sp. (juv),56
3380,HEW02,Cylisticus sp.,57
3381,HEW02,Dalopius marginatus (juv) {l},58
3382,HEW02,Desoria violacea,59
3383,HEW02,Deuteraphorura inermis,60
3384,HEW02,Dissorhina ornata,61
3385,HEW02,Elateridae sp.,62
3386,HEW02,Elateridae sp1 (juv) {l},63
3387,HEW02,Enchytraeidae,64
3388,HEW02,Geholaspis sp. (juv),65
3389,HEW02,Oppiella nova,66
3390,HEW02,Oppiella subpectinata,67
3391,HEW02,Oribatida sp. (juv),68
3392,HEW02,Suctobelbella sp.,69
3393,HEW02,Folsomia quadrioculata,70
3394,HEW02,Gamasina sp. (juv),71
3395,HEW02,Prozercon fimbriatus,72
3396,HEW02,Folsomia spinosa,73
3397,HEW02,Friesea mirabilis,74
3398,HEW02,Glomeris sp.,75
3399,HEW02,Helicidae sp. (juv),76
3400,HEW02,Isotomiella minor,77
3401,HEW02,Parasitidae (juv) {xs},78
3402,HEW02,Julidae sp.,79
3403,HEW02,Lamprohiza splendidula (juv),80
3404,HEW02,Ligidium hypnorum,81
3405,HEW02,Megalothorax minimus,82
3406,HEW02,Mesaphorura sp.,83
3407,HEW02,Micranurida pygmaea,84
3408,HEW02,Microppia minus,85
3409,HEW02,Oppiella falcata,86
3410,HEW02,Orchesella bifasciata,87
3411,HEW02,Oribatella calcarata,88
3412,HEW02,Parisotoma notabilis,89
3413,HEW02,Polydesmidae sp.,90
3414,HEW02,Porcellio conspersum,91
3415,HEW02,Porcellio sp.,92
3416,HEW02,Protaphorura armata,93
3417,HEW02,Scolopendrella cf. subnuda {s},94
3418,HEW02,Scutigerella immaculata {m},95
3419,HEW02,Sitona sp.,96
3420,HEW02,Sminthurinus aureus,97
3421,HEW02,Sminthurinus sp. (juv),98
3422,HEW02,Tectocepheus velatus alatus,99
3423,HEW02,Uropodina sp. (juv),100
3424,HEW02,algae,101
3425,HEW02,Arion silvaticus,102
3426,HEW02,omnivorous nematodes,103
3427,HEW02,amoebae,104
3428,HEW02,Aporrectodea caliginosa (juv) {xl},105
3429,HEW02,Aporrectodea rosea,106
3430,HEW02,Aporrectodea rosea (juv),107
3431,HEW02,Lumbricus rubellus (juv) {xxl},108
3432,HEW02,Lumbricus rubellus {xxl},109
3433,HEW02,Octolasion tyrtaeum (juv) {xxl},110
3434,HEW02,Octolasion tyrtaeum{xxxl},111
3435,HEW02,predacious nematodes,112
3436,HEW02,bacteria,113
3437,HEW02,bacterivorous nematodes,114
3438,HEW02,ciliates,115
3439,HEW02,flagellates,116
3440,HEW02,dead organic matter,117
3441,HEW02,saphrophytes,118
3442,HEW02,fungivorous nematodes,119
3443,HEW02,leaf litter,120
3444,HEW02,mykorrhiza,121
3445,HEW02,plants,122
3446,HEW02,root exudates,123
3447,HEW02,root feeding nematodes,124
3448,HEW02,roots,125
3449,HEW03,Achipteria coleoptrata,0
3450,HEW03,Lithobius sp.,1
3451,HEW03,Aegopinella nitidula,2
3452,HEW03,Limacidae sp.,3
3453,HEW03,Aegopinella nitidula (juv),4
3454,HEW03,Aegopinella pura,5
3455,HEW03,Malthodes sp. (juv),6
3456,HEW03,Phalangiidae sp. (juv),7
3457,HEW03,Staphylinidae spec,8
3458,HEW03,Amaurobius sp. (juv),9
3459,HEW03,Carabidae sp. (juv),10
3460,HEW03,Geophilus insculptus,11
3461,HEW03,Harpalus sp.,12
3462,HEW03,Pterostichus sp.,13
3463,HEW03,Arion silvaticus,14
3464,HEW03,Atheta fungi,15
3465,HEW03,Atheta sp.,16
3466,HEW03,Campodea sp. {l},17
3467,HEW03,Dicymbium brevisetosum,18
3468,HEW03,Diplocephalus picinus,19
3469,HEW03,Enoplognatha ovata,20
3470,HEW03,Erigonella hiemalis,21
3471,HEW03,Euophrys frontalis,22
3472,HEW03,Geostiba circellaris,23
3473,HEW03,Hahnia pusilla,24
3474,HEW03,Neobisium sp.,25
3475,HEW03,Notiophilus rufipes (juv),26
3476,HEW03,Notiophilus sp.,27
3477,HEW03,Robertus lividus,28
3478,HEW03,Saloca diceros,29
3479,HEW03,Salticidae sp. (juv),30
3480,HEW03,Tapinocyba pallens,31
3481,HEW03,Tenuiphantes mengei,32
3482,HEW03,Tenuiphantes tenuis,33
3483,HEW03,Theridiidae sp. (juv),34
3484,HEW03,Walckenaeria atrotibialis,35
3485,HEW03,Atheta sp. (juv),36
3486,HEW03,Athous subfuscus (juv) {m},37
3487,HEW03,Linyphiidae (juv),38
3488,HEW03,Xantholinus sp. (juv) {s},39
3489,HEW03,Athous haemorrhoidalis (juv),40
3490,HEW03,Coleoptera sp.,41
3491,HEW03,Cylisticus sp.,42
3492,HEW03,Dalopius marginatus (juv) {m},43
3493,HEW03,Dendrobaena octaedra,44
3494,HEW03,Desoria violacea,45
3495,HEW03,Hahnia pusilla (juv),46
3496,HEW03,Leptogamasus suecicus,47
3497,HEW03,Lysigamasus lapponicus,48
3498,HEW03,Parasitidae (juv) {s},49
3499,HEW03,Pergamasinae (juv) {s},50
3500,HEW03,Veigaia cerva (juv),51
3501,HEW03,Veigaia exigua,52
3502,HEW03,Veigaia nemorensis,53
3503,HEW03,Veigaia nemorensis (juv),54
3504,HEW03,Zercon cf gurensis,55
3505,HEW03,Deuteraphorura inermis,56
3506,HEW03,Discus rotundatus (juv),57
3507,HEW03,Elateridae sp1 (juv) {l},58
3508,HEW03,Enchytraeidae,59
3509,HEW03,Nothrus silvestris,60
3510,HEW03,Oppiella nova,61
